student_id,event_id,attended,rating,feedback
S0621,E058,1,4,Super informative and fun.
S0973,E131,1,2,Waste of time.
S0614,E134,1,4,The event was amazing!
S0444,E008,1,1,Didn't learn anything.
S0087,E038,1,3,Average experience.
S0403,E072,1,3,Average experience.
S0857,E138,0,0,
S0335,E079,1,5,Loved the vibe.
S0396,E144,0,0,
S0614,E147,1,4,Great speakers and organization.
S0094,E126,1,5,Super informative and fun.
S0632,E017,1,3,Average experience.
S0896,E074,0,0,
S0526,E059,1,3,"Nothing special, but not bad."
S0580,E049,1,3,"Nothing special, but not bad."
S0846,E086,0,0,
S0693,E106,1,3,Could be better organized.
S0435,E049,0,0,
S0912,E036,1,2,The audio was really bad.
S0730,E139,0,0,
S0329,E053,1,5,Super informative and fun.
S0178,E031,1,2,Waste of time.
S0613,E087,1,4,Great speakers and organization.
S0252,E101,1,3,Could be better organized.
S0471,E138,1,2,The audio was really bad.
S0621,E019,1,1,Very boring.
S0833,E141,1,1,Terrible organization.
S0194,E066,1,4,Super informative and fun.
S0598,E071,0,0,
S0582,E108,1,3,It was okay.
S0438,E126,0,0,
S0111,E122,1,4,Great speakers and organization.
S0123,E036,1,1,The audio was really bad.
S0779,E014,1,1,The audio was really bad.
S0111,E141,0,0,
S0275,E033,1,4,Really enjoyed it.
S0041,E146,1,1,Terrible organization.
S0346,E071,1,4,Really enjoyed it.
S0237,E057,0,0,
S0619,E147,1,5,Great speakers and organization.
S0861,E061,1,1,Didn't learn anything.
S0599,E082,1,2,Very boring.
S0209,E139,0,0,
S0018,E042,1,5,Best event of the year!
S0629,E070,1,1,Terrible organization.
S0253,E105,1,2,Very boring.
S0625,E043,1,2,The audio was really bad.
S0245,E079,1,5,Super informative and fun.
S0870,E099,1,2,Waste of time.
S0103,E021,1,4,Loved the vibe.
S0154,E099,0,0,
S0769,E098,1,5,Great speakers and organization.
S0211,E126,1,5,Great speakers and organization.
S0330,E006,1,5,Super informative and fun.
S0398,E114,0,0,
S0211,E096,1,1,Didn't learn anything.
S0858,E097,1,4,Really enjoyed it.
S0224,E081,1,4,Great speakers and organization.
S0255,E075,1,4,Super informative and fun.
S0899,E121,1,5,Really enjoyed it.
S0661,E017,1,1,Very boring.
S0586,E089,1,4,The event was amazing!
S0503,E112,1,4,The event was amazing!
S0448,E066,1,2,The audio was really bad.
S0376,E067,1,2,Waste of time.
S0225,E150,0,0,
S0614,E136,1,1,Very boring.
S0374,E013,1,1,Waste of time.
S0095,E142,1,3,It was okay.
S0538,E066,1,2,The audio was really bad.
S0146,E112,1,2,Waste of time.
S0420,E080,1,5,The event was amazing!
S0238,E024,0,0,
S0054,E147,1,3,Could be better organized.
S0482,E109,1,2,Terrible organization.
S0828,E051,0,0,
S0730,E020,1,1,The audio was really bad.
S0837,E046,0,0,
S0128,E119,0,0,
S0780,E095,1,2,Didn't learn anything.
S0955,E048,1,1,The audio was really bad.
S0876,E044,1,5,The event was amazing!
S0513,E130,1,4,Really enjoyed it.
S0172,E013,1,2,Waste of time.
S0248,E095,0,0,
S0802,E072,1,2,Very boring.
S0180,E029,1,2,Didn't learn anything.
S0773,E011,1,4,Really enjoyed it.
S0001,E074,1,5,Loved the vibe.
S0694,E102,0,0,
S0555,E104,0,0,
S0478,E134,1,5,Super informative and fun.
S0736,E104,1,5,Loved the vibe.
S0171,E129,1,2,Terrible organization.
S0212,E019,0,0,
S0377,E077,1,5,Loved the vibe.
S0392,E097,1,3,It was okay.
S0323,E125,1,1,Waste of time.
S0446,E038,1,5,Best event of the year!
S0144,E078,1,2,Waste of time.
S0017,E059,1,3,Decent event.
S0409,E120,1,3,"Nothing special, but not bad."
S0475,E034,1,1,Waste of time.
S0971,E038,1,3,Average experience.
S0055,E090,1,4,Best event of the year!
S0894,E111,1,5,Great speakers and organization.
S0364,E132,0,0,
S0489,E011,1,1,The audio was really bad.
S0340,E050,1,5,Really enjoyed it.
S0012,E026,1,5,Great speakers and organization.
S0062,E007,0,0,
S0224,E134,1,1,Very boring.
S0414,E086,0,0,
S0472,E089,0,0,
S0335,E073,1,1,Didn't learn anything.
S0600,E032,1,4,Loved the vibe.
S0782,E132,1,5,Best event of the year!
S0767,E145,0,0,
S0069,E040,1,3,Decent event.
S0750,E069,1,2,Waste of time.
S0096,E099,1,4,Really enjoyed it.
S0043,E012,1,1,Waste of time.
S0200,E108,0,0,
S0199,E107,1,4,Super informative and fun.
S0582,E066,1,1,Terrible organization.
S0168,E010,1,4,The event was amazing!
S0225,E120,1,4,The event was amazing!
S0082,E118,1,5,Best event of the year!
S0382,E121,1,5,Super informative and fun.
S0562,E085,1,5,Really enjoyed it.
S0684,E134,1,5,Really enjoyed it.
S0232,E006,1,4,Great speakers and organization.
S0337,E131,1,4,Best event of the year!
S0415,E014,0,0,
S0308,E066,1,2,Didn't learn anything.
S0229,E057,1,4,Really enjoyed it.
S0949,E026,0,0,
S0518,E093,1,4,Loved the vibe.
S0581,E085,1,1,Waste of time.
S0167,E124,1,3,It was okay.
S0447,E104,1,2,Very boring.
S0485,E008,1,3,It was okay.
S0316,E061,1,4,Loved the vibe.
S0603,E055,1,4,Really enjoyed it.
S0294,E063,0,0,
S0824,E043,1,2,Didn't learn anything.
S0335,E097,1,1,Terrible organization.
S0085,E003,1,5,Loved the vibe.
S0505,E024,1,1,Terrible organization.
S0483,E046,1,2,The audio was really bad.
S0864,E094,1,5,The event was amazing!
S0042,E043,1,3,It was okay.
S0040,E150,1,1,Didn't learn anything.
S0001,E050,1,4,Loved the vibe.
S0111,E069,0,0,
S0299,E135,1,5,Great speakers and organization.
S0142,E017,1,5,Great speakers and organization.
S0162,E132,1,4,Super informative and fun.
S0230,E073,1,4,Great speakers and organization.
S0681,E042,1,4,Great speakers and organization.
S0975,E131,1,3,Decent event.
S0429,E061,1,3,"Nothing special, but not bad."
S0247,E119,1,2,Terrible organization.
S0082,E016,0,0,
S0897,E031,1,1,Very boring.
S0130,E039,1,3,Average experience.
S0705,E082,0,0,
S0245,E124,1,4,The event was amazing!
S0953,E142,0,0,
S0310,E054,1,1,The audio was really bad.
S0161,E101,1,3,It was okay.
S0051,E009,1,4,Really enjoyed it.
S0833,E128,1,4,Best event of the year!
S0884,E083,1,2,The audio was really bad.
S0764,E109,1,5,Best event of the year!
S0189,E002,1,3,Decent event.
S0096,E125,1,2,Terrible organization.
S0906,E036,1,5,Super informative and fun.
S0508,E072,1,2,Very boring.
S0040,E003,1,3,Could be better organized.
S0382,E087,1,1,Very boring.
S0791,E129,1,2,Waste of time.
S0341,E130,1,5,Loved the vibe.
S0911,E136,0,0,
S0628,E051,1,1,Very boring.
S0988,E141,1,5,Loved the vibe.
S0046,E073,1,1,Very boring.
S0604,E017,1,4,Loved the vibe.
S0937,E147,1,3,Could be better organized.
S0229,E116,1,3,It was okay.
S0837,E059,0,0,
S0261,E102,1,1,Didn't learn anything.
S0235,E011,1,4,Really enjoyed it.
S0407,E001,1,1,Terrible organization.
S0822,E071,0,0,
S0834,E140,1,1,Didn't learn anything.
S0890,E079,0,0,
S0680,E014,1,5,Really enjoyed it.
S0547,E142,1,1,Waste of time.
S0948,E100,0,0,
S0744,E085,1,5,Best event of the year!
S0206,E004,1,1,The audio was really bad.
S0663,E063,1,1,Terrible organization.
S0133,E067,1,3,Average experience.
S0426,E042,1,2,Waste of time.
S0371,E025,1,3,Could be better organized.
S0709,E141,1,1,Waste of time.
S0895,E032,1,2,Terrible organization.
S0798,E070,1,1,Very boring.
S0346,E032,0,0,
S0785,E137,1,5,The event was amazing!
S0493,E072,1,3,It was okay.
S0362,E046,1,2,Didn't learn anything.
S0968,E065,1,5,The event was amazing!
S0065,E042,1,3,"Nothing special, but not bad."
S0535,E137,1,4,Best event of the year!
S0360,E008,1,4,Loved the vibe.
S0107,E132,1,2,Waste of time.
S0195,E124,0,0,
S0766,E018,1,4,Super informative and fun.
S0790,E118,1,3,Average experience.
S0204,E011,1,4,Really enjoyed it.
S0004,E147,1,1,The audio was really bad.
S0665,E087,1,1,The audio was really bad.
S0883,E119,1,2,Terrible organization.
S0609,E134,0,0,
S0785,E030,0,0,
S0140,E122,1,5,Super informative and fun.
S0744,E088,1,5,The event was amazing!
S0806,E082,1,3,Could be better organized.
S0842,E109,1,1,Terrible organization.
S0057,E077,1,3,Decent event.
S0157,E072,1,4,The event was amazing!
S0999,E136,1,1,Very boring.
S0316,E077,1,1,Terrible organization.
S0292,E084,1,1,Waste of time.
S0954,E135,0,0,
S0614,E026,1,1,Terrible organization.
S0999,E068,1,3,It was okay.
S0188,E148,1,5,The event was amazing!
S0238,E013,1,3,Could be better organized.
S0773,E139,1,5,Super informative and fun.
S0892,E140,1,5,Best event of the year!
S0305,E026,1,1,The audio was really bad.
S0941,E108,1,3,Average experience.
S0759,E014,1,1,Terrible organization.
S0972,E002,1,4,The event was amazing!
S0481,E093,1,5,The event was amazing!
S0271,E041,0,0,
S0963,E144,1,1,The audio was really bad.
S0173,E048,0,0,
S0718,E027,1,4,Really enjoyed it.
S0747,E033,1,5,Really enjoyed it.
S0418,E002,0,0,
S0591,E049,1,5,Really enjoyed it.
S0061,E111,1,5,Best event of the year!
S0398,E050,0,0,
S0300,E089,1,4,Super informative and fun.
S0422,E149,1,3,"Nothing special, but not bad."
S0632,E032,1,3,Could be better organized.
S0510,E001,1,4,Super informative and fun.
S0196,E065,1,5,Really enjoyed it.
S0834,E149,1,2,Waste of time.
S0729,E011,1,2,Terrible organization.
S0749,E019,1,2,Waste of time.
S0284,E029,0,0,
S0003,E054,1,1,Very boring.
S0110,E088,1,4,Really enjoyed it.
S0151,E032,1,3,Decent event.
S0388,E133,1,4,Best event of the year!
S0207,E038,1,4,Great speakers and organization.
S0193,E063,1,4,Great speakers and organization.
S0448,E013,1,1,Very boring.
S0475,E041,1,1,Very boring.
S0537,E075,1,4,The event was amazing!
S0903,E074,1,3,Average experience.
S0182,E110,1,4,Super informative and fun.
S0067,E117,1,3,"Nothing special, but not bad."
S0461,E052,1,4,Loved the vibe.
S0277,E042,1,2,Very boring.
S0927,E035,1,2,Very boring.
S0394,E057,0,0,
S0522,E038,1,3,Average experience.
S0535,E066,1,3,Could be better organized.
S0819,E080,1,1,Terrible organization.
S0581,E028,1,3,Average experience.
S0830,E063,0,0,
S0877,E148,0,0,
S0944,E047,1,5,The event was amazing!
S0153,E006,1,5,Loved the vibe.
S0582,E088,1,4,Really enjoyed it.
S0192,E028,1,4,Great speakers and organization.
S0713,E070,0,0,
S0205,E103,0,0,
S0579,E145,1,1,Very boring.
S0484,E051,1,3,It was okay.
S0879,E087,1,4,Really enjoyed it.
S0546,E086,1,2,Very boring.
S0981,E144,1,1,Terrible organization.
S0579,E036,1,4,The event was amazing!
S0210,E120,1,5,Best event of the year!
S0075,E027,0,0,
S0452,E035,1,2,Waste of time.
S0380,E025,1,3,It was okay.
S0941,E105,1,3,Could be better organized.
S0912,E116,1,1,The audio was really bad.
S0946,E061,0,0,
S0122,E024,1,5,Super informative and fun.
S0765,E062,1,4,Best event of the year!
S0284,E139,1,1,Very boring.
S0837,E056,1,3,It was okay.
S0091,E129,0,0,
S0235,E148,1,1,Very boring.
S0714,E090,1,4,Super informative and fun.
S0713,E043,1,1,Didn't learn anything.
S0022,E071,1,2,Waste of time.
S0240,E012,1,2,Waste of time.
S0203,E034,1,4,The event was amazing!
S0678,E116,1,5,Really enjoyed it.
S0033,E031,1,3,Average experience.
S0855,E111,1,1,Waste of time.
S0486,E097,1,2,The audio was really bad.
S0036,E137,1,4,The event was amazing!
S0087,E041,1,1,Waste of time.
S0426,E028,1,2,Waste of time.
S0273,E134,0,0,
S0906,E136,0,0,
S0921,E150,1,4,Really enjoyed it.
S0849,E137,0,0,
S0221,E115,1,2,Didn't learn anything.
S0857,E114,1,3,Average experience.
S0621,E055,1,2,Very boring.
S0303,E097,0,0,
S0477,E024,0,0,
S0119,E033,1,2,Didn't learn anything.
S0973,E029,0,0,
S0491,E102,0,0,
S0730,E035,1,5,Really enjoyed it.
S0552,E060,1,2,Terrible organization.
S0521,E140,1,2,Didn't learn anything.
S0566,E022,1,5,Super informative and fun.
S0096,E067,1,3,Could be better organized.
S0140,E046,1,4,Loved the vibe.
S0871,E053,1,2,Terrible organization.
S0531,E038,0,0,
S0453,E019,1,5,The event was amazing!
S0756,E083,1,2,The audio was really bad.
S0868,E087,1,1,Terrible organization.
S0799,E007,1,1,Terrible organization.
S0331,E043,0,0,
S0084,E022,1,4,The event was amazing!
S0450,E138,1,1,Didn't learn anything.
S0027,E039,1,3,Decent event.
S0689,E030,0,0,
S0662,E075,1,3,"Nothing special, but not bad."
S0088,E140,1,5,Best event of the year!
S0591,E139,1,3,Decent event.
S0535,E020,1,2,The audio was really bad.
S0514,E011,1,4,Loved the vibe.
S0042,E130,1,4,The event was amazing!
S0046,E013,1,3,"Nothing special, but not bad."
S0387,E089,1,1,The audio was really bad.
S0742,E133,1,5,Really enjoyed it.
S0415,E097,0,0,
S0126,E061,1,2,The audio was really bad.
S0524,E059,1,3,It was okay.
S0375,E080,1,5,Loved the vibe.
S0748,E011,0,0,
S0732,E011,1,1,Very boring.
S0213,E062,1,5,Super informative and fun.
S0572,E118,0,0,
S0364,E005,0,0,
S0798,E135,1,2,Terrible organization.
S0063,E069,1,1,Very boring.
S0259,E136,1,5,Super informative and fun.
S0757,E002,1,3,"Nothing special, but not bad."
S0561,E122,1,2,Didn't learn anything.
S0199,E097,1,5,Best event of the year!
S0066,E103,1,2,Waste of time.
S0690,E017,1,4,Super informative and fun.
S0695,E076,1,5,Super informative and fun.
S0661,E079,1,3,"Nothing special, but not bad."
S0022,E063,1,2,The audio was really bad.
S0740,E136,1,2,Terrible organization.
S0318,E065,1,4,The event was amazing!
S0842,E100,1,4,Really enjoyed it.
S0364,E096,1,1,Waste of time.
S0413,E059,1,3,Could be better organized.
S0700,E048,1,2,Terrible organization.
S0685,E022,1,4,Great speakers and organization.
S0422,E072,1,5,Super informative and fun.
S0984,E136,0,0,
S0939,E006,1,1,The audio was really bad.
S0248,E143,0,0,
S0532,E046,1,3,"Nothing special, but not bad."
S0477,E016,1,1,The audio was really bad.
S0704,E015,1,2,Waste of time.
S0939,E056,1,3,"Nothing special, but not bad."
S0849,E135,1,5,Great speakers and organization.
S0905,E032,1,2,Waste of time.
S0826,E027,1,1,Didn't learn anything.
S0466,E135,1,1,Didn't learn anything.
S0050,E051,1,5,The event was amazing!
S0647,E051,1,2,Waste of time.
S0415,E083,1,1,Very boring.
S0876,E009,1,1,Didn't learn anything.
S0780,E130,1,3,Decent event.
S0098,E119,0,0,
S0879,E105,0,0,
S0914,E003,1,2,Waste of time.
S0841,E007,1,5,The event was amazing!
S0343,E107,1,5,Really enjoyed it.
S0858,E135,1,2,Very boring.
S0342,E121,1,3,Average experience.
S0843,E031,1,1,Didn't learn anything.
S0697,E055,1,3,Could be better organized.
S0812,E089,1,1,Terrible organization.
S0319,E019,1,5,Best event of the year!
S0791,E148,1,1,Didn't learn anything.
S0300,E058,1,4,Super informative and fun.
S0489,E088,1,5,Really enjoyed it.
S0775,E105,1,2,Waste of time.
S0965,E056,0,0,
S0617,E130,1,1,Waste of time.
S0463,E071,1,3,Decent event.
S0079,E024,1,1,The audio was really bad.
S0134,E134,0,0,
S0418,E011,1,1,The audio was really bad.
S0244,E127,1,4,Loved the vibe.
S0990,E012,0,0,
S0711,E025,1,2,Very boring.
S0800,E005,1,2,Terrible organization.
S0533,E053,1,4,Loved the vibe.
S0906,E023,1,4,Really enjoyed it.
S0702,E117,1,3,"Nothing special, but not bad."
S0103,E045,1,3,Average experience.
S0365,E014,1,5,Super informative and fun.
S0188,E112,0,0,
S0112,E125,1,4,Super informative and fun.
S0660,E037,0,0,
S0216,E135,1,3,It was okay.
S0119,E062,1,5,The event was amazing!
S0813,E136,1,2,The audio was really bad.
S0306,E061,1,5,Best event of the year!
S0916,E136,1,4,The event was amazing!
S0218,E060,1,5,Best event of the year!
S0128,E014,1,3,Decent event.
S0708,E005,0,0,
S0842,E013,0,0,
S0378,E145,0,0,
S0725,E017,1,3,Could be better organized.
S0187,E005,1,3,Could be better organized.
S0827,E043,1,5,Best event of the year!
S0587,E108,0,0,
S0587,E097,1,5,Best event of the year!
S0620,E117,1,5,Great speakers and organization.
S0149,E138,1,5,Loved the vibe.
S0653,E146,1,2,The audio was really bad.
S0579,E027,1,1,Didn't learn anything.
S0909,E080,0,0,
S0634,E050,1,2,Terrible organization.
S0190,E058,1,2,Very boring.
S0414,E145,0,0,
S0984,E015,1,5,Best event of the year!
S0024,E143,1,2,Very boring.
S0656,E031,1,4,The event was amazing!
S0658,E114,1,2,The audio was really bad.
S0576,E059,0,0,
S0622,E057,1,5,Great speakers and organization.
S0666,E063,0,0,
S0142,E144,1,3,It was okay.
S0919,E089,1,1,Waste of time.
S0924,E145,0,0,
S0445,E088,1,5,Really enjoyed it.
S0416,E092,0,0,
S0693,E038,1,3,It was okay.
S0803,E141,1,5,Loved the vibe.
S0353,E105,1,2,Terrible organization.
S0576,E124,1,1,Waste of time.
S0785,E049,0,0,
S0322,E147,1,1,The audio was really bad.
S0864,E050,1,4,Super informative and fun.
S0153,E062,0,0,
S0816,E080,0,0,
S0279,E011,1,2,Very boring.
S0771,E058,1,1,Didn't learn anything.
S0445,E101,1,1,Terrible organization.
S0120,E100,0,0,
S0207,E020,1,2,Didn't learn anything.
S0343,E007,1,1,Very boring.
S0541,E015,0,0,
S0664,E072,1,3,Could be better organized.
S0075,E083,1,4,Loved the vibe.
S0793,E046,0,0,
S0201,E150,1,4,Best event of the year!
S0148,E013,1,2,The audio was really bad.
S0277,E005,1,4,Loved the vibe.
S0614,E073,1,2,Terrible organization.
S0732,E115,1,4,Loved the vibe.
S0688,E034,0,0,
S0141,E089,1,5,The event was amazing!
S0764,E126,1,4,The event was amazing!
S0165,E145,0,0,
S0069,E068,1,4,Super informative and fun.
S0691,E137,1,1,Waste of time.
S0204,E052,1,2,Terrible organization.
S0960,E034,1,3,"Nothing special, but not bad."
S0208,E089,1,1,Very boring.
S0558,E021,1,1,Waste of time.
S0870,E043,1,1,Didn't learn anything.
S0168,E001,1,1,Waste of time.
S0769,E109,1,5,Best event of the year!
S0326,E034,1,4,Super informative and fun.
S0588,E089,1,1,Waste of time.
S0224,E115,1,5,Great speakers and organization.
S0315,E068,0,0,
S0051,E044,0,0,
S0331,E013,1,4,Great speakers and organization.
S0523,E012,1,4,Great speakers and organization.
S0292,E014,1,4,Really enjoyed it.
S0699,E065,1,4,Loved the vibe.
S0548,E028,1,4,Best event of the year!
S0810,E128,0,0,
S0175,E048,1,1,Waste of time.
S0655,E024,1,5,Super informative and fun.
S0848,E047,1,2,The audio was really bad.
S0532,E108,1,5,Super informative and fun.
S0349,E126,0,0,
S0449,E060,1,2,Didn't learn anything.
S0249,E030,0,0,
S0182,E140,1,4,The event was amazing!
S0347,E059,0,0,
S0769,E116,1,4,Best event of the year!
S0603,E140,1,4,Best event of the year!
S0950,E031,1,4,Best event of the year!
S0063,E104,1,2,Very boring.
S0881,E004,1,1,Very boring.
S0554,E037,1,2,Waste of time.
S0230,E090,1,2,Terrible organization.
S0403,E094,1,3,Could be better organized.
S0459,E027,1,4,Super informative and fun.
S0154,E019,0,0,
S0667,E045,1,5,Really enjoyed it.
S0336,E146,1,4,Super informative and fun.
S0978,E011,0,0,
S0605,E137,1,2,Very boring.
S0639,E139,1,5,The event was amazing!
S0976,E041,1,1,The audio was really bad.
S0818,E009,0,0,
S0709,E059,0,0,
S0444,E065,0,0,
S0993,E075,1,3,Could be better organized.
S0346,E132,0,0,
S0645,E017,1,3,Average experience.
S0463,E140,0,0,
S0469,E010,1,1,The audio was really bad.
S0946,E046,1,5,Loved the vibe.
S0459,E100,1,2,Didn't learn anything.
S0788,E048,1,5,Loved the vibe.
S0282,E098,1,5,The event was amazing!
S0737,E119,1,5,Super informative and fun.
S0505,E099,0,0,
S0154,E148,1,5,Loved the vibe.
S0736,E040,1,3,Could be better organized.
S0591,E051,1,1,Didn't learn anything.
S0326,E135,1,4,Best event of the year!
S0191,E061,1,1,The audio was really bad.
S0905,E008,1,4,Loved the vibe.
S0746,E085,1,5,The event was amazing!
S0032,E032,1,3,Could be better organized.
S0181,E088,1,3,Average experience.
S0187,E135,1,4,Super informative and fun.
S0404,E051,1,3,Could be better organized.
S0302,E048,1,2,Didn't learn anything.
S0758,E148,1,4,Really enjoyed it.
S0888,E050,0,0,
S0984,E147,1,3,Decent event.
S0169,E067,1,3,"Nothing special, but not bad."
S0546,E087,1,2,The audio was really bad.
S0399,E043,0,0,
S0176,E104,0,0,
S0227,E057,1,5,Super informative and fun.
S0801,E095,1,2,Didn't learn anything.
S0109,E144,1,3,Average experience.
S0027,E126,0,0,
S0270,E099,0,0,
S0333,E005,0,0,
S0329,E125,1,3,"Nothing special, but not bad."
S0008,E050,1,5,The event was amazing!
S0899,E132,0,0,
S0077,E029,1,5,Loved the vibe.
S0169,E013,1,5,Best event of the year!
S0342,E149,1,3,It was okay.
S0089,E094,1,4,Great speakers and organization.
S0091,E084,1,4,The event was amazing!
S0335,E084,1,1,Waste of time.
S0747,E045,1,5,Really enjoyed it.
S0838,E108,1,5,The event was amazing!
S0244,E110,1,3,It was okay.
S0017,E069,1,1,The audio was really bad.
S0974,E023,1,3,"Nothing special, but not bad."
S0468,E099,0,0,
S0542,E032,0,0,
S0537,E122,0,0,
S0062,E034,1,1,The audio was really bad.
S0370,E034,1,5,Super informative and fun.
S0572,E090,1,2,Waste of time.
S0958,E085,0,0,
S0829,E110,1,1,The audio was really bad.
S0885,E150,0,0,
S0426,E116,0,0,
S0453,E072,1,2,Waste of time.
S0505,E087,0,0,
S0346,E072,0,0,
S0648,E087,0,0,
S0433,E094,1,5,Great speakers and organization.
S0183,E129,1,3,Could be better organized.
S0933,E031,1,4,Great speakers and organization.
S0027,E035,1,1,Terrible organization.
S0160,E079,1,2,Didn't learn anything.
S0663,E060,1,2,Waste of time.
S0659,E030,1,3,It was okay.
S0214,E002,1,3,Decent event.
S0035,E134,1,4,Super informative and fun.
S0756,E047,1,3,Average experience.
S0292,E134,0,0,
S0632,E099,1,5,Super informative and fun.
S0734,E126,1,4,Best event of the year!
S0960,E057,1,4,Best event of the year!
S0808,E113,1,4,Really enjoyed it.
S0765,E002,1,3,Could be better organized.
S0757,E043,1,3,"Nothing special, but not bad."
S0973,E018,0,0,
S0224,E045,0,0,
S0828,E028,1,2,Terrible organization.
S0130,E052,0,0,
S0147,E002,1,5,The event was amazing!
S0061,E097,1,1,Didn't learn anything.
S0251,E107,1,4,Really enjoyed it.
S0209,E142,1,3,It was okay.
S0546,E043,1,4,Super informative and fun.
S0724,E023,1,2,Waste of time.
S0922,E090,1,4,Great speakers and organization.
S0267,E093,0,0,
S0643,E069,1,2,Very boring.
S0159,E147,1,3,"Nothing special, but not bad."
S0634,E024,0,0,
S0837,E117,1,5,Really enjoyed it.
S0748,E027,1,1,Didn't learn anything.
S0890,E047,1,1,Very boring.
S0180,E017,1,2,Waste of time.
S0454,E056,0,0,
S0672,E150,1,1,The audio was really bad.
S0187,E045,1,5,Super informative and fun.
S0932,E055,1,2,Terrible organization.
S0751,E110,1,5,The event was amazing!
S0656,E078,1,5,Super informative and fun.
S0148,E061,1,3,Average experience.
S0720,E063,0,0,
S0877,E139,1,3,Could be better organized.
S0963,E079,1,4,The event was amazing!
S0501,E119,1,2,Waste of time.
S0828,E101,1,2,Terrible organization.
S0585,E086,1,3,Could be better organized.
S0831,E128,0,0,
S0733,E030,1,4,Super informative and fun.
S0845,E150,1,1,Waste of time.
S0585,E045,1,1,Waste of time.
S0057,E085,1,5,Loved the vibe.
S0778,E135,1,1,Waste of time.
S0503,E084,1,5,Super informative and fun.
S0969,E133,1,2,Waste of time.
S0029,E026,1,3,Decent event.
S0747,E014,0,0,
S0193,E045,1,1,The audio was really bad.
S0780,E142,1,5,Best event of the year!
S0907,E120,0,0,
S0516,E130,0,0,
S0449,E090,1,3,Could be better organized.
S0366,E048,1,5,Loved the vibe.
S0947,E016,1,2,Terrible organization.
S0285,E078,1,4,Best event of the year!
S0084,E147,0,0,
S0329,E029,1,1,The audio was really bad.
S0856,E042,1,5,The event was amazing!
S0024,E039,0,0,
S0172,E090,1,1,The audio was really bad.
S0204,E123,1,5,Really enjoyed it.
S0059,E051,1,5,Loved the vibe.
S0482,E022,1,5,Loved the vibe.
S0096,E030,1,4,The event was amazing!
S0649,E039,1,1,Waste of time.
S0162,E031,1,4,Loved the vibe.
S0771,E036,1,1,Didn't learn anything.
S0790,E023,1,1,Very boring.
S0413,E027,1,2,Terrible organization.
S0124,E009,1,2,The audio was really bad.
S0678,E136,1,2,Waste of time.
S0948,E055,1,3,Could be better organized.
S0198,E111,1,3,"Nothing special, but not bad."
S0550,E004,1,4,Best event of the year!
S0898,E078,0,0,
S0107,E039,1,2,Terrible organization.
S0093,E073,1,5,Best event of the year!
S0405,E135,1,3,It was okay.
S0591,E084,1,2,Didn't learn anything.
S0294,E097,1,1,Didn't learn anything.
S0199,E094,1,4,The event was amazing!
S0825,E055,0,0,
S0611,E089,1,5,Loved the vibe.
S0844,E005,1,2,Very boring.
S0122,E037,1,2,Very boring.
S0563,E084,0,0,
S0376,E100,1,2,Waste of time.
S0867,E007,1,1,Waste of time.
S0027,E037,1,1,Very boring.
S0127,E093,0,0,
S0166,E123,1,5,Loved the vibe.
S0285,E016,1,5,Super informative and fun.
S0063,E114,1,4,Loved the vibe.
S0883,E006,1,2,Waste of time.
S0130,E073,0,0,
S0666,E028,1,3,Average experience.
S0848,E002,1,3,It was okay.
S0256,E016,1,1,Didn't learn anything.
S0372,E104,1,5,Best event of the year!
S0463,E095,1,3,Could be better organized.
S0067,E095,1,5,Best event of the year!
S0798,E090,1,3,Decent event.
S0864,E045,1,3,Decent event.
S0862,E028,1,3,Decent event.
S0445,E001,1,1,Didn't learn anything.
S0061,E031,0,0,
S0126,E010,1,1,Very boring.
S0568,E059,1,4,Loved the vibe.
S0283,E024,1,2,Very boring.
S0529,E011,0,0,
S0014,E133,1,3,Decent event.
S0110,E038,0,0,
S0032,E028,1,1,Very boring.
S0087,E051,0,0,
S0044,E105,1,1,Waste of time.
S0056,E119,1,3,It was okay.
S0993,E013,1,3,Could be better organized.
S0977,E071,1,3,"Nothing special, but not bad."
S0821,E103,1,1,Waste of time.
S0026,E005,0,0,
S0446,E047,1,5,Super informative and fun.
S0693,E091,1,4,Best event of the year!
S0440,E065,1,1,Waste of time.
S0124,E144,1,3,"Nothing special, but not bad."
S0688,E052,0,0,
S0413,E041,1,3,Decent event.
S0911,E101,1,2,Terrible organization.
S0362,E150,1,5,Really enjoyed it.
S0851,E036,1,1,Terrible organization.
S0059,E069,1,4,Loved the vibe.
S0103,E080,1,5,The event was amazing!
S0774,E018,1,1,Very boring.
S0603,E125,1,1,The audio was really bad.
S0039,E006,1,5,Really enjoyed it.
S0557,E142,1,5,Best event of the year!
S0879,E070,0,0,
S0004,E081,1,1,The audio was really bad.
S0804,E045,1,3,Could be better organized.
S0624,E129,1,5,Great speakers and organization.
S0663,E128,1,5,Super informative and fun.
S0505,E058,1,2,Very boring.
S0605,E113,1,4,Loved the vibe.
S0618,E143,1,1,Very boring.
S0930,E098,1,2,Waste of time.
S0497,E074,1,4,Loved the vibe.
S0585,E069,1,2,Waste of time.
S0781,E083,1,2,Waste of time.
S0755,E132,0,0,
S0610,E075,0,0,
S0583,E030,0,0,
S0457,E004,1,3,"Nothing special, but not bad."
S0905,E111,1,1,Waste of time.
S0479,E014,0,0,
S0472,E139,1,1,Terrible organization.
S0421,E015,1,1,The audio was really bad.
S0098,E140,1,2,The audio was really bad.
S0701,E147,0,0,
S0610,E130,0,0,
